UTD;ZONA;TURMA;CARTEIRA;DATA_PEDIDO;NOTAS_ESPERADAS_ATENA;NOTAS_GERADAS_TAB4;DEFASAGEM_GERACAO;DIA_SEMANA;FLAG_DEF
VALENCA;494;STC;CORTE;2022-08-22;11;11;0;2;N
GRACA;129;STC;CORTE;2022-08-03;7;7;0;4;S
PORTO SEGURO;369;STC;CORTE;2022-08-18;11;11;0;5;N
SANTO ANTONIO DE JESUS;426;EPS;CORTE;2022-08-12;5;5;0;6;N
RIBEIRA DO POMBAL;400;EPS;RECORTE;2022-08-11;7;4;3;5;S
POSTO DA MATA;387;STC;RECORTE;2022-08-19;18;16;2;6;N
EUNAPOLIS;97;STC;CORTE;2022-08-09;21;18;3;3;N
ITAPETINGA;242;STC;RECORTE;2022-08-04;13;8;5;5;N
ITABUNA;225;EPS;RECORTE;2022-08-10;7;5;2;4;N
JACOBINA;256;EPS;CORTE;2022-08-17;8;7;1;4;N
ESPLANADA;81;STC;CORTE;2022-08-25;11;11;0;5;N
CANDEIAS;59;EPS;CORTE;2022-08-24;17;15;2;4;N
BOM JESUS DA LAPA;33;EPS;CORTE;2022-08-18;5;4;1;5;N
JACOBINA;257;EPS;CORTE;2022-08-05;9;0;9;6;N
JUAZEIRO;290;STC;RECORTE;2022-08-25;16;14;2;5;N
BOM JESUS DA LAPA;30;STC;CORTE;2022-08-19;14;14;0;6;N
PERIPERI;347;EPS;DISJUNTOR;2022-08-23;28;25;3;3;N
FEIRA DE SANTANA NORTE;115;STC;CORTE;2022-08-11;15;14;1;5;N
ITABUNA;235;EPS;RECORTE;2022-08-11;12;3;9;5;S
SENHOR DO BONFIM;446;EPS;CORTE;2022-08-02;16;15;1;3;N
ITAPOAN;252;STC;CORTE;2022-08-23;123;114;9;3;N
SANTA MARIA DA VITORIA;417;STC;CORTE;2022-08-23;16;15;1;3;N
LAURO DE FREITAS;296;EPS;CORTE;2022-08-15;16;15;1;2;N
JEQUIE;269;EPS;CORTE;2022-08-11;21;17;4;5;N
JACOBINA;256;EPS;RECORTE;2022-08-18;9;9;0;5;N
EUNAPOLIS;85;EPS;BAIXA;2022-08-17;4;3;1;4;N
SENHOR DO BONFIM;447;STC;CORTE;2022-08-04;13;13;0;5;N
SERRINHA;458;EPS;CORTE;2022-08-17;14;14;0;4;N
GRACA;137;EPS;CORTE;2022-08-18;21;15;6;5;N
RIBEIRA DO POMBAL;408;STC;CORTE;2022-08-04;11;11;0;5;N
VALENCA;494;STC;RECORTE;2022-08-23;11;10;1;3;N
REMANSO;391;EPS;RECORTE;2022-08-25;20;20;0;5;N
CANDEIAS;59;EPS;RECORTE;2022-08-25;14;7;7;5;N
RIBEIRA DO POMBAL;398;STC;RECORTE;2022-08-02;11;11;0;3;N
ITABUNA;225;EPS;BAIXA;2022-08-10;3;3;0;4;N
ALAGOINHAS;1;STC;RECORTE;2022-08-17;53;28;25;4;N
ILHEUS;178;STC;RECORTE;2022-08-09;8;3;5;3;S
ITAPETINGA;247;EPS;CORTE;2022-08-03;9;9;0;4;N
ITABUNA;231;STC;CORTE;2022-08-25;21;19;2;5;N
BRUMADO;44;STC;CORTE;2022-08-19;10;10;0;6;S
ITABUNA;230;EPS;CORTE;2022-08-23;23;23;0;3;N
EUNAPOLIS;105;EPS;CORTE;2022-08-22;11;11;0;2;N
CANDEIAS;58;EPS;DISJUNTOR;2022-08-19;10;10;0;6;N
BRUMADO;45;STC;CORTE;2022-08-09;11;11;0;3;N
PAULO AFONSO;336;EPS;RECORTE;2022-08-05;1;1;0;6;N
PERIPERI;347;STC;CORTE;2022-08-03;4;4;0;4;S
PERIPERI;347;STC;CORTE;2022-08-05;16;0;16;6;N
LAURO DE FREITAS;298;STC;CORTE;2022-08-05;16;0;16;6;N
ITAPETINGA;248;STC;CORTE;2022-08-05;9;0;9;6;N
POSTO DA MATA;385;EPS;CORTE;2022-08-05;18;0;18;6;N
SERRINHA;459;EPS;CORTE;2022-08-05;8;0;8;6;N
LAURO DE FREITAS;293;EPS;CORTE;2022-08-02;15;14;1;3;N
SANTO ANTONIO DE JESUS;433;STC;CORTE;2022-08-16;19;18;1;3;N
ILHEUS;183;EPS;CORTE;2022-08-10;20;20;0;4;N
JUAZEIRO;290;STC;RECORTE;2022-08-02;16;8;8;3;N
LAURO DE FREITAS;294;EPS;DISJUNTOR;2022-08-22;17;16;1;2;N
VITORIA DA CONQUISTA;505;STC;CORTE;2022-08-18;11;11;0;5;N
CONCEICAO DO COITE;72;STC;CORTE;2022-08-23;10;10;0;3;N
JACOBINA;256;EPS;BAIXA;2022-08-18;4;4;0;5;N
JEQUIE;266;STC;CORTE;2022-08-12;6;5;1;6;N
SERRINHA;458;EPS;RECORTE;2022-08-18;7;7;0;5;N
LAURO DE FREITAS;293;STC;CORTE;2022-08-16;16;16;0;3;N
JACOBINA;264;STC;CORTE;2022-08-09;15;14;1;3;N
GUANAMBI;142;EPS;CORTE;2022-08-12;7;7;0;6;N
ITABERABA;216;STC;CORTE;2022-08-19;14;14;0;6;N
FEIRA DE SANTANA NORTE;110;EPS;CORTE;2022-08-08;27;26;1;2;N
SENHOR DO BONFIM;446;EPS;RECORTE;2022-08-03;7;6;1;4;N
IRECE;200;STC;CORTE;2022-08-22;3;3;0;2;S
POSTO DA MATA;381;EPS;CORTE;2022-08-04;7;5;2;5;N
PAULO AFONSO;328;EPS;CORTE;2022-08-02;10;10;0;3;N
JUAZEIRO;284;EPS;CORTE;2022-08-10;15;15;0;4;N
ITAPETINGA;243;STC;CORTE;2022-08-16;11;10;1;3;N
ITABUNA;230;EPS;RECORTE;2022-08-24;11;11;0;4;N
VITORIA DA CONQUISTA;508;EPS;RECORTE;2022-08-18;16;15;1;5;N
ITABUNA;226;EPS;CORTE;2022-08-22;16;15;1;2;N
IBOTIRAMA;160;EPS;CORTE;2022-08-08;7;7;0;2;N
VALENCA;492;EPS;CORTE;2022-08-09;16;16;0;3;N
CONCEICAO DO COITE;76;EPS;RECORTE;2022-08-11;5;4;1;5;N
LAURO DE FREITAS;298;STC;RECORTE;2022-08-04;12;4;8;5;S
JACOBINA;262;EPS;CORTE;2022-08-19;8;8;0;6;N
LAURO DE FREITAS;297;STC;RECORTE;2022-08-18;16;13;3;5;N
LIVRAMENTO DE NOSSA SENHORA;308;STC;RECORTE;2022-08-08;3;3;0;2;N
CONCEICAO DO COITE;72;EPS;CORTE;2022-08-09;7;7;0;3;N
FEIRA DE SANTANA NORTE;115;STC;RECORTE;2022-08-12;1;1;0;6;N
VALENCA;495;EPS;DISJUNTOR;2022-08-05;1;0;1;6;N
ITABERABA;216;EPS;CORTE;2022-08-05;6;0;6;6;N
JUAZEIRO;0;STC;CORTE;2022-08-23;1;1;0;3;N
BRUMADO;42;EPS;CORTE;2022-08-08;7;6;1;2;N
IRECE;196;STC;CORTE;2022-08-23;21;21;0;3;N
VALENCA;490;EPS;DISJUNTOR;2022-08-16;15;14;1;3;N
FEIRA DE SANTANA SUL;125;EPS;CORTE;2022-08-15;18;18;0;2;N
VITORIA DA CONQUISTA;519;STC;RECORTE;2022-08-23;11;10;1;3;N
SENHOR DO BONFIM;452;EPS;CORTE;2022-08-04;14;14;0;5;N
VITORIA DA CONQUISTA;518;EPS;DISJUNTOR;2022-08-03;16;16;0;4;N
PAULO AFONSO;324;STC;CORTE;2022-08-15;11;11;0;2;N
IRECE;197;STC;CORTE;2022-08-11;11;11;0;5;N
ITAPOAN;251;STC;CORTE;2022-08-12;19;19;0;6;N
BARREIRAS;18;STC;CORTE;2022-08-02;15;15;0;3;N
GUANAMBI;138;EPS;CORTE;2022-08-11;7;7;0;5;N
JUAZEIRO;284;EPS;RECORTE;2022-08-11;8;8;0;5;N
ITABUNA;230;EPS;BAIXA;2022-08-24;2;1;1;4;N
FEIRA DE SANTANA NORTE;120;EPS;CORTE;2022-08-11;11;11;0;5;N
IBOTIRAMA;157;STC;CORTE;2022-08-09;8;8;0;3;N
JACOBINA;264;STC;RECORTE;2022-08-10;2;2;0;4;N
LUIS EDUARDO MAGALHAES;320;STC;CORTE;2022-08-25;9;8;1;5;N
GUANAMBI;138;STC;CORTE;2022-08-25;17;16;1;5;N
IBOTIRAMA;155;EPS;CORTE;2022-08-19;14;14;0;6;N
SERRINHA;464;EPS;CORTE;2022-08-19;7;7;0;6;N
ILHEUS;179;EPS;CORTE;2022-08-09;14;14;0;3;N
PORTO SEGURO;377;EPS;CORTE;2022-08-08;11;10;1;2;N
IPIAU;188;EPS;CORTE;2022-08-11;8;6;2;5;N
IRECE;196;EPS;CORTE;2022-08-09;12;11;1;3;N
TEIXEIRA DE FREITAS;472;STC;CORTE;2022-08-05;15;0;15;6;N
SEABRA;442;STC;CORTE;2022-08-05;7;0;7;6;N
FEIRA DE SANTANA SUL;127;STC;CORTE;2022-08-05;1;0;1;6;N
SEABRA;444;EPS;RECORTE;2022-08-17;3;0;3;4;N
JUAZEIRO;289;EPS;CORTE;2022-08-24;16;15;1;4;N
PIRAJA;354;EPS;DISJUNTOR;2022-08-16;17;15;2;3;N
JUAZEIRO;290;EPS;CORTE;2022-08-12;30;30;0;6;N
SENHOR DO BONFIM;451;EPS;RECORTE;2022-08-17;11;11;0;4;N
FEIRA DE SANTANA SUL;126;EPS;RECORTE;2022-08-04;14;13;1;5;N
AMARGOSA;11;STC;CORTE;2022-08-08;18;18;0;2;N
PORTO SEGURO;374;STC;CORTE;2022-08-09;21;20;1;3;N
JUAZEIRO;292;STC;CORTE;2022-08-02;9;9;0;3;N
ILHEUS;178;EPS;DISJUNTOR;2022-08-04;23;23;0;5;N
FEIRA DE SANTANA SUL;122;EPS;CORTE;2022-08-02;18;18;0;3;N
ITABUNA;225;EPS;CORTE;2022-08-11;13;13;0;5;N
PITUBA;357;EPS;CORTE;2022-08-18;18;17;1;5;N
PERIPERI;348;STC;CORTE;2022-08-18;16;15;1;5;N
VITORIA DA CONQUISTA;502;EPS;CORTE;2022-08-17;30;28;2;4;N
FEIRA DE SANTANA NORTE;108;EPS;CORTE;2022-08-09;140;133;7;3;N
SENHOR DO BONFIM;447;EPS;CORTE;2022-08-15;6;6;0;2;N
PIRAJA;352;STC;CORTE;2022-08-22;17;17;0;2;N
SANTA MARIA DA VITORIA;411;STC;CORTE;2022-08-23;7;7;0;3;N
FEIRA DE SANTANA SUL;122;STC;CORTE;2022-08-16;1;1;0;3;N
ILHEUS;179;EPS;RECORTE;2022-08-10;7;6;1;4;N
SEABRA;437;EPS;CORTE;2022-08-02;6;6;0;3;N
ILHEUS;183;EPS;BAIXA;2022-08-11;18;18;0;5;N
IRECE;210;EPS;RECORTE;2022-08-12;9;6;3;6;S
CAMACARI;53;EPS;BAIXA;2022-08-25;11;7;4;5;S
PITUBA;359;STC;CORTE;2022-08-08;19;19;0;2;N
LAURO DE FREITAS;298;EPS;CORTE;2022-08-16;16;13;3;3;N
ILHEUS;179;STC;RECORTE;2022-08-22;7;4;3;2;S
RIBEIRA DO POMBAL;405;EPS;RECORTE;2022-08-04;7;6;1;5;N
ITAPETINGA;241;EPS;CORTE;2022-08-03;9;9;0;4;N
VALENCA;497;EPS;CORTE;2022-08-23;11;11;0;3;N
ILHEUS;178;STC;DISJUNTOR;2022-08-16;10;10;0;3;S
ITAPETINGA;242;STC;CORTE;2022-08-05;9;0;9;6;N
SANTO ANTONIO DE JESUS;9;STC;CORTE;2022-08-05;13;0;13;6;N
FEIRA DE SANTANA SUL;123;STC;CORTE;2022-08-04;2;2;0;5;N
LIVRAMENTO DE NOSSA SENHORA;301;EPS;CORTE;2022-08-05;4;0;4;6;N
VITORIA DA CONQUISTA;518;EPS;BAIXA;2022-08-19;16;0;16;6;S
LUIS EDUARDO MAGALHAES;320;STC;CORTE;2022-08-02;11;11;0;3;N
RIBEIRA DO POMBAL;400;EPS;RECORTE;2022-08-15;6;6;0;2;N
LUIS EDUARDO MAGALHAES;318;EPS;CORTE;2022-08-12;7;6;1;6;N
VITORIA DA CONQUISTA;499;STC;CORTE;2022-08-18;11;10;1;5;N
BRUMADO;49;STC;CORTE;2022-08-12;11;11;0;6;N
AMARGOSA;6;STC;CORTE;2022-08-19;18;17;1;6;N
CAMACARI;50;STC;CORTE;2022-08-02;20;20;0;3;S
ITAPETINGA;237;STC;CORTE;2022-08-16;9;9;0;3;N
ALAGOINHAS;1;EPS;CORTE;2022-08-04;36;35;1;5;N
ITAPETINGA;237;EPS;CORTE;2022-08-02;11;8;3;3;N
ALAGOINHAS;1;STC;CORTE;2022-08-18;19;19;0;5;N
EUNAPOLIS;97;STC;CORTE;2022-08-11;21;20;1;5;N
VALENCA;495;STC;CORTE;2022-08-12;17;17;0;6;N
REMANSO;393;EPS;CORTE;2022-08-02;30;30;0;3;N
AMARGOSA;11;STC;RECORTE;2022-08-09;18;12;6;3;N
FEIRA DE SANTANA SUL;122;STC;RECORTE;2022-08-17;21;10;11;4;N
SANTO ANTONIO DE JESUS;427;EPS;CORTE;2022-08-02;6;4;2;3;N
VALENCA;497;EPS;RECORTE;2022-08-24;13;9;4;4;N
JUAZEIRO;289;EPS;RECORTE;2022-08-25;11;10;1;5;N
TEIXEIRA DE FREITAS;482;STC;RECORTE;2022-08-09;17;3;14;3;N
GRACA;133;STC;RECORTE;2022-08-09;17;5;12;3;N
ILHEUS;179;EPS;BAIXA;2022-08-10;5;4;1;4;N
VALENCA;493;EPS;CORTE;2022-08-22;8;8;0;2;N
SEABRA;441;EPS;BAIXA;2022-08-04;22;22;0;5;N
ITAPOAN;250;EPS;BAIXA;2022-08-11;15;15;0;5;N
PITUBA;359;STC;RECORTE;2022-08-09;21;7;14;3;N
SANTO AMARO;424;STC;RECORTE;2022-08-08;13;12;1;2;N
GRACA;132;STC;RECORTE;2022-08-19;11;1;10;6;S
SANTO AMARO;421;EPS;DISJUNTOR;2022-08-12;6;5;1;6;N
IRECE;202;STC;CORTE;2022-08-25;7;7;0;5;N
JUAZEIRO;286;STC;CORTE;2022-08-25;9;8;1;5;N
JACOBINA;534;EPS;CORTE;2022-08-17;7;7;0;4;N
CONCEICAO DO COITE;66;EPS;CORTE;2022-08-09;7;6;1;3;N
ESPLANADA;80;EPS;CORTE;2022-08-25;12;0;12;5;N
PIRAJA;350;EPS;CORTE;2022-08-09;17;16;1;3;N
IPIAU;526;EPS;CORTE;2022-08-02;11;11;0;3;N
RIBEIRA DO POMBAL;410;EPS;RECORTE;2022-08-18;10;10;0;5;N
SENHOR DO BONFIM;446;EPS;CORTE;2022-08-04;13;13;0;5;N
ITABUNA;232;STC;CORTE;2022-08-15;32;32;0;2;N
VALENCA;490;STC;CORTE;2022-08-23;17;17;0;3;N
SEABRA;443;STC;CORTE;2022-08-18;21;21;0;5;N
SANTO ANTONIO DE JESUS;427;EPS;RECORTE;2022-08-03;8;8;0;4;N
SERRINHA;458;EPS;CORTE;2022-08-19;14;14;0;6;N
BOM JESUS DA LAPA;29;EPS;CORTE;2022-08-19;5;5;0;6;N
IPIAU;526;STC;CORTE;2022-08-16;13;13;0;3;N
PAULO AFONSO;334;EPS;BAIXA;2022-08-05;15;15;0;6;N
LIVRAMENTO DE NOSSA SENHORA;306;EPS;CORTE;2022-08-19;5;5;0;6;N
ITABERABA;220;EPS;CORTE;2022-08-08;6;6;0;2;N
REMANSO;393;EPS;RECORTE;2022-08-03;8;4;4;4;N
VITORIA DA CONQUISTA;513;STC;RECORTE;2022-08-23;17;17;0;3;N
BRUMADO;44;EPS;CORTE;2022-08-09;6;5;1;3;N
ITAPOAN;252;STC;CORTE;2022-08-25;19;18;1;5;N
SANTA MARIA DA VITORIA;417;STC;CORTE;2022-08-25;16;15;1;5;N
ILHEUS;173;EPS;CORTE;2022-08-09;7;7;0;3;N
CANDEIAS;59;EPS;DISJUNTOR;2022-08-09;6;4;2;3;N
BOM JESUS DA LAPA;31;STC;CORTE;2022-08-09;11;11;0;3;N
FEIRA DE SANTANA SUL;128;STC;CORTE;2022-08-18;1;1;0;5;N
CAMACARI;50;STC;RECORTE;2022-08-05;16;0;16;6;N
PAULO AFONSO;332;EPS;CORTE;2022-08-05;8;0;8;6;N
LAURO DE FREITAS;293;STC;CORTE;2022-08-18;16;16;0;5;N
JACOBINA;263;EPS;CORTE;2022-08-09;9;9;0;3;N
ILHEUS;173;EPS;RECORTE;2022-08-10;7;6;1;4;N
FEIRA DE SANTANA NORTE;109;EPS;CORTE;2022-08-22;32;31;1;2;N
ITABERABA;217;STC;CORTE;2022-08-09;11;11;0;3;N
VALENCA;492;EPS;CORTE;2022-08-11;12;12;0;5;N
SENHOR DO BONFIM;445;EPS;RECORTE;2022-08-17;10;10;0;4;N
CANDEIAS;58;STC;RECORTE;2022-08-02;20;8;12;3;S
GRACA;133;EPS;CORTE;2022-08-19;42;40;2;6;N
JACOBINA;263;STC;CORTE;2022-08-23;16;14;2;3;N
JACOBINA;264;STC;CORTE;2022-08-11;10;9;1;5;N
PAULO AFONSO;328;STC;CORTE;2022-08-18;11;11;0;5;N
LAURO DE FREITAS;293;STC;CORTE;2022-08-16;5;5;0;3;S
LAURO DE FREITAS;296;EPS;RECORTE;2022-08-18;22;13;9;5;N
ITABUNA;230;EPS;RECORTE;2022-08-24;10;10;0;4;S
PAULO AFONSO;328;EPS;CORTE;2022-08-04;8;8;0;5;N
JUAZEIRO;284;EPS;CORTE;2022-08-12;15;14;1;6;N
SERRINHA;468;EPS;CORTE;2022-08-22;6;6;0;2;N
SERRINHA;456;STC;CORTE;2022-08-08;11;11;0;2;N
BOM JESUS DA LAPA;27;STC;CORTE;2022-08-08;5;5;0;2;N
PORTO SEGURO;366;EPS;CORTE;2022-08-19;7;7;0;6;N
TEIXEIRA DE FREITAS;482;EPS;CORTE;2022-08-19;10;9;1;6;N
IBOTIRAMA;161;STC;CORTE;2022-08-12;9;9;0;6;N
BARREIRAS;20;EPS;CORTE;2022-08-15;7;7;0;2;N
ITABUNA;227;EPS;CORTE;2022-08-12;17;17;0;6;N
PERIPERI;347;STC;RECORTE;2022-08-08;19;10;9;2;N
JUAZEIRO;290;STC;RECORTE;2022-08-04;16;16;0;5;N
JUAZEIRO;286;STC;CORTE;2022-08-02;9;9;0;3;N
SANTO ANTONIO DE JESUS;432;EPS;CORTE;2022-08-16;4;4;0;3;N
CONCEICAO DO COITE;72;STC;CORTE;2022-08-25;11;11;0;5;N
ILHEUS;183;EPS;CORTE;2022-08-12;22;21;1;6;N
ILHEUS;173;STC;DISJUNTOR;2022-08-04;20;20;0;5;S
JACOBINA;534;EPS;BAIXA;2022-08-18;1;1;0;5;N
RIBEIRA DO POMBAL;404;STC;CORTE;2022-08-05;11;0;11;6;N
BARREIRAS;22;STC;CORTE;2022-08-05;9;0;9;6;N
LUIS EDUARDO MAGALHAES;321;STC;CORTE;2022-08-15;11;11;0;2;N
VALENCA;487;EPS;CORTE;2022-08-22;30;30;0;2;N
FEIRA DE SANTANA NORTE;107;STC;CORTE;2022-08-11;11;11;0;5;N
CAMACARI;50;EPS;CORTE;2022-08-15;22;21;1;2;N
BARREIRAS;18;STC;CORTE;2022-08-04;15;15;0;5;N
JEQUIE;275;EPS;CORTE;2022-08-15;44;44;0;2;N
IPIAU;189;STC;CORTE;2022-08-15;16;16;0;2;N
ITAPOAN;250;EPS;CORTE;2022-08-12;69;65;4;6;N
JEQUIE;266;STC;RECORTE;2022-08-15;11;8;3;2;N
ESPLANADA;80;EPS;RECORTE;2022-08-03;9;9;0;4;N
SEABRA;442;STC;CORTE;2022-08-05;12;12;0;6;S
ITABERABA;213;STC;CORTE;2022-08-08;11;10;1;2;N
PIRAJA;355;EPS;CORTE;2022-08-23;13;12;1;3;N
IRECE;210;EPS;CORTE;2022-08-15;13;12;1;2;N
FEIRA DE SANTANA SUL;125;EPS;CORTE;2022-08-17;18;18;0;4;N
SERRINHA;465;STC;CORTE;2022-08-23;9;9;0;3;N
VITORIA DA CONQUISTA;519;EPS;RECORTE;2022-08-11;15;15;0;5;N
SENHOR DO BONFIM;451;EPS;CORTE;2022-08-18;10;9;1;5;N
BARREIRAS;17;STC;CORTE;2022-08-16;15;15;0;3;N
IPIAU;532;STC;CORTE;2022-08-18;13;13;0;5;N
SANTO ANTONIO DE JESUS;431;STC;DISJUNTOR;2022-08-23;15;15;0;3;S
VALENCA;491;EPS;RECORTE;2022-08-24;26;24;2;4;N
AMARGOSA;5;STC;RECORTE;2022-08-09;19;11;8;3;N
TEIXEIRA DE FREITAS;470;EPS;CORTE;2022-08-17;10;6;4;4;N
JACOBINA;259;EPS;CORTE;2022-08-08;7;7;0;2;N
REMANSO;394;EPS;CORTE;2022-08-15;11;11;0;2;N
EUNAPOLIS;90;EPS;CORTE;2022-08-09;12;12;0;3;N
REMANSO;393;EPS;CORTE;2022-08-25;25;24;1;5;S
ITABUNA;185;EPS;CORTE;2022-08-24;2;2;0;4;S
IBOTIRAMA;156;EPS;CORTE;2022-08-09;5;3;2;3;N
VITORIA DA CONQUISTA;518;EPS;DISJUNTOR;2022-08-05;26;0;26;6;N
SEABRA;441;EPS;CORTE;2022-08-05;6;0;6;6;N
BRUMADO;44;EPS;BAIXA;2022-08-10;1;0;1;4;N
ITABUNA;227;STC;RECORTE;2022-08-25;18;6;12;5;S
GRACA;137;EPS;BAIXA;2022-08-19;27;0;27;6;S
LUIS EDUARDO MAGALHAES;319;EPS;CORTE;2022-08-25;7;0;7;5;N
BARREIRAS;13;STC;CORTE;2022-08-15;15;15;0;2;N
PIRAJA;351;EPS;CORTE;2022-08-22;13;13;0;2;N
IRECE;207;STC;CORTE;2022-08-16;11;10;1;3;N
AMARGOSA;12;EPS;DISJUNTOR;2022-08-16;3;3;0;3;N
IRECE;193;STC;CORTE;2022-08-12;22;20;2;6;N
PITUBA;358;EPS;CORTE;2022-08-08;27;26;1;2;N
SANTO AMARO;422;EPS;CORTE;2022-08-19;20;20;0;6;N
PORTO SEGURO;373;STC;CORTE;2022-08-23;21;18;3;3;N
IRECE;196;STC;RECORTE;2022-08-24;18;13;5;4;S
POSTO DA MATA;387;STC;CORTE;2022-08-22;13;12;1;2;N
JUAZEIRO;291;EPS;CORTE;2022-08-02;15;15;0;3;N
AMARGOSA;10;EPS;CORTE;2022-08-08;7;7;0;2;N
FEIRA DE SANTANA SUL;121;EPS;CORTE;2022-08-16;18;17;1;3;N
CANDEIAS;59;STC;CORTE;2022-08-16;26;26;0;3;N
JUAZEIRO;292;STC;CORTE;2022-08-04;9;9;0;5;N
GUANAMBI;148;EPS;CORTE;2022-08-16;6;5;1;3;N
FEIRA DE SANTANA SUL;122;STC;CORTE;2022-08-18;24;24;0;5;N
FEIRA DE SANTANA SUL;122;STC;CORTE;2022-08-16;20;20;0;3;S
FEIRA DE SANTANA SUL;125;EPS;RECORTE;2022-08-18;14;14;0;5;N
PAULO AFONSO;338;STC;RECORTE;2022-08-22;8;7;1;2;N
TEIXEIRA DE FREITAS;470;EPS;RECORTE;2022-08-18;8;4;4;5;N
ILHEUS;178;EPS;RECORTE;2022-08-24;8;6;2;4;N
SENHOR DO BONFIM;453;STC;RECORTE;2022-08-09;11;8;3;3;N
VITORIA DA CONQUISTA;518;EPS;BAIXA;2022-08-23;21;16;5;3;N
BRUMADO;39;STC;CORTE;2022-08-11;11;11;0;5;N
IBOTIRAMA;168;STC;CORTE;2022-08-02;9;9;0;3;N
FEIRA DE SANTANA NORTE;115;EPS;CORTE;2022-08-24;3;3;0;4;N
LUIS EDUARDO MAGALHAES;323;EPS;BAIXA;2022-08-25;11;11;0;5;S
GUANAMBI;149;EPS;CORTE;2022-08-04;7;7;0;5;N
POSTO DA MATA;387;EPS;CORTE;2022-08-08;8;8;0;2;N
CAMACARI;51;STC;RECORTE;2022-08-18;16;15;1;5;N
IBOTIRAMA;166;STC;CORTE;2022-08-24;5;5;0;4;S
ITAPOAN;251;STC;RECORTE;2022-08-15;19;15;4;2;N
SENHOR DO BONFIM;449;STC;CORTE;2022-08-05;7;7;0;6;S
ITAPETINGA;241;EPS;CORTE;2022-08-05;14;0;14;6;N
SENHOR DO BONFIM;448;EPS;CORTE;2022-08-05;7;0;7;6;N
SANTO ANTONIO DE JESUS;431;EPS;CORTE;2022-08-05;6;0;6;6;N
SANTO ANTONIO DE JESUS;8;EPS;CORTE;2022-08-05;6;0;6;6;N
ESPLANADA;81;EPS;CORTE;2022-08-15;9;9;0;2;N
LAURO DE FREITAS;295;STC;CORTE;2022-08-19;16;12;4;6;N
PAULO AFONSO;330;STC;CORTE;2022-08-19;16;16;0;6;N
RIBEIRA DO POMBAL;400;EPS;RECORTE;2022-08-17;22;22;0;4;N
IRECE;207;EPS;RECORTE;2022-08-03;6;6;0;4;N
BRUMADO;37;STC;DISJUNTOR;2022-08-16;15;15;0;3;S
TEIXEIRA DE FREITAS;480;EPS;DISJUNTOR;2022-08-03;12;10;2;4;N
PORTO SEGURO;371;EPS;DISJUNTOR;2022-08-16;16;16;0;3;N
AMARGOSA;7;STC;CORTE;2022-08-09;17;15;2;3;N
PORTO SEGURO;377;EPS;BAIXA;2022-08-11;6;4;2;5;N
LUIS EDUARDO MAGALHAES;319;EPS;CORTE;2022-08-02;8;8;0;3;N
LUIS EDUARDO MAGALHAES;320;STC;CORTE;2022-08-04;11;11;0;5;N
SANTO ANTONIO DE JESUS;427;STC;CORTE;2022-08-18;16;16;0;5;N
BARREIRAS;22;EPS;CORTE;2022-08-16;6;5;1;3;N
PAULO AFONSO;345;STC;CORTE;2022-08-11;10;10;0;5;N
AMARGOSA;5;EPS;CORTE;2022-08-19;20;20;0;6;N
VALENCA;494;EPS;CORTE;2022-08-12;7;7;0;6;N
POSTO DA MATA;382;EPS;CORTE;2022-08-19;3;3;0;6;N
PORTO SEGURO;373;EPS;RECORTE;2022-08-10;21;21;0;4;N
FEIRA DE SANTANA SUL;122;EPS;RECORTE;2022-08-05;46;45;1;6;N
JACOBINA;534;EPS;CORTE;2022-08-19;8;6;2;6;N
VITORIA DA CONQUISTA;500;STC;CORTE;2022-08-08;11;11;0;2;N
IRECE;211;EPS;BAIXA;2022-08-04;7;7;0;5;N
CAMACARI;50;EPS;BAIXA;2022-08-16;17;16;1;3;N
FEIRA DE SANTANA SUL;125;EPS;BAIXA;2022-08-18;6;6;0;5;N
IRECE;207;STC;RECORTE;2022-08-17;21;14;7;4;N
IRECE;203;STC;CORTE;2022-08-15;10;7;3;2;N
SANTO AMARO;422;EPS;DISJUNTOR;2022-08-02;2;2;0;3;N
REMANSO;393;EPS;CORTE;2022-08-04;18;18;0;5;N
ITAPETINGA;237;STC;CORTE;2022-08-18;8;7;1;5;N
SANTO ANTONIO DE JESUS;426;EPS;CORTE;2022-08-16;4;4;0;3;N
JACOBINA;264;EPS;CORTE;2022-08-22;2;2;0;2;N
EUNAPOLIS;99;EPS;RECORTE;2022-08-25;3;2;1;5;N
ESPLANADA;83;STC;CORTE;2022-08-05;10;0;10;6;N
ITABERABA;222;STC;RECORTE;2022-08-24;17;16;1;4;N
PIRAJA;352;STC;RECORTE;2022-08-25;17;9;8;5;N
VALENCA;489;EPS;CORTE;2022-08-23;11;11;0;3;N
ESPLANADA;78;STC;CORTE;2022-08-16;11;11;0;3;N
ITAPETINGA;248;STC;CORTE;2022-08-09;9;8;1;3;N
PORTO SEGURO;369;STC;RECORTE;2022-08-23;16;16;0;3;N
GRACA;137;EPS;CORTE;2022-08-22;21;20;1;2;N
ITAPOAN;253;STC;CORTE;2022-08-15;19;19;0;2;N
LUIS EDUARDO MAGALHAES;319;EPS;RECORTE;2022-08-03;5;5;0;4;N
PIRAJA;352;EPS;BAIXA;2022-08-11;20;19;1;5;N
SANTO ANTONIO DE JESUS;426;EPS;RECORTE;2022-08-17;6;6;0;4;N
ITABUNA;233;STC;CORTE;2022-08-03;20;20;0;4;S
